movieId,title,genres,Cluster
92.0,Mary Reilly (1996),Drama|Horror|Thriller,5
93.0,Vampire in Brooklyn (1995),Comedy|Horror|Romance,2
94.0,Beautiful Girls (1996),Comedy|Drama|Romance,1
95.0,Broken Arrow (1996),Action|Adventure|Thriller,7
96.0,In the Bleak Midwinter (1995),Comedy|Drama,4
97.0,"Hate (Haine, La) (1995)",Crime|Drama,0
99.0,Heidi Fleiss: Hollywood Madam (1995),Documentary,6
100.0,City Hall (1996),Drama|Thriller,3
101.0,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,2
102.0,Mr. Wrong (1996),Comedy,2
103.0,Unforgettable (1996),Mystery|Sci-Fi|Thriller,5
104.0,Happy Gilmore (1996),Comedy,2
105.0,"Bridges of Madison County, The (1995)",Drama|Romance,1
106.0,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,4
107.0,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,9
108.0,Catwalk (1996),Documentary,6
110.0,Braveheart (1995),Action|Drama|War,3
111.0,Taxi Driver (1976),Crime|Drama|Thriller,0
112.0,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,7
113.0,Before and After (1996),Drama|Mystery,3
116.0,Anne Frank Remembered (1995),Documentary,6
117.0,"Young Poisoner's Handbook, The (1995)",Crime|Drama,0
118.0,If Lucy Fell (1996),Comedy|Romance,2
119.0,"Steal Big, Steal Little (1995)",Comedy,2
121.0,"Boys of St. Vincent, The (1992)",Drama,3
122.0,Boomerang (1992),Comedy|Romance,2
123.0,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,1
125.0,Flirting With Disaster (1996),Comedy,2
126.0,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,9
128.0,Jupiter's Wife (1994),Documentary,6
129.0,Pie in the Sky (1996),Comedy|Romance,2
132.0,Jade (1995),Thriller,5
135.0,Down Periscope (1996),Comedy,2
137.0,Man of the Year (1995),Documentary,6
140.0,Up Close and Personal (1996),Drama|Romance,1
141.0,"Birdcage, The (1996)",Comedy,2
144.0,"Brothers McMullen, The (1995)",Comedy,2
145.0,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,8
146.0,"Amazing Panda Adventure, The (1995)",Adventure|Children,9
147.0,"Basketball Diaries, The (1995)",Drama,3
148.0,"Awfully Big Adventure, An (1995)",Drama,3
149.0,Amateur (1994),Crime|Drama|Thriller,0
150.0,Apollo 13 (1995),Adventure|Drama|IMAX,3
151.0,Rob Roy (1995),Action|Drama|Romance|War,1
152.0,"Addiction, The (1995)",Drama|Horror,3
153.0,Batman Forever (1995),Action|Adventure|Comedy|Crime,7
154.0,Beauty of the Day (Belle de jour) (1967),Drama,3
155.0,Beyond Rangoon (1995),Adventure|Drama|War,3
156.0,Blue in the Face (1995),Comedy|Drama,4
157.0,Canadian Bacon (1995),Comedy|War,2
158.0,Casper (1995),Adventure|Children,9
159.0,Clockers (1995),Crime|Drama|Mystery,0
160.0,Congo (1995),Action|Adventure|Mystery|Sci-Fi,7
161.0,Crimson Tide (1995),Drama|Thriller|War,3
162.0,Crumb (1994),Documentary,6
163.0,Desperado (1995),Action|Romance|Western,7
164.0,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,0
165.0,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,8
166.0,"Doom Generation, The (1995)",Comedy|Crime|Drama,4
168.0,First Knight (1995),Action|Drama|Romance,1
169.0,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,3
170.0,Hackers (1995),Action|Adventure|Crime|Thriller,8
171.0,Jeffrey (1995),Comedy|Drama,4
172.0,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,8
173.0,Judge Dredd (1995),Action|Crime|Sci-Fi,8
174.0,Jury Duty (1995),Comedy,2
175.0,Kids (1995),Drama,3
176.0,Living in Oblivion (1995),Comedy,2
177.0,Lord of Illusions (1995),Horror,5
178.0,Love & Human Remains (1993),Comedy|Drama,4
179.0,Mad Love (1995),Drama|Romance,1
180.0,Mallrats (1995),Comedy|Romance,2
181.0,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,7
183.0,Mute Witness (1994),Comedy|Horror|Thriller,5
184.0,Nadja (1994),Drama,3
185.0,"Net, The (1995)",Action|Crime|Thriller,8
186.0,Nine Months (1995),Comedy|Romance,2
187.0,Party Girl (1995),Comedy,2
188.0,"Prophecy, The (1995)",Fantasy|Horror|Mystery,5
189.0,Reckless (1995),Comedy|Fantasy,2
190.0,Safe (1995),Thriller,5
191.0,"Scarlet Letter, The (1995)",Drama|Romance,1
193.0,Showgirls (1995),Drama,3
194.0,Smoke (1995),Comedy|Drama,4
195.0,Something to Talk About (1995),Comedy|Drama|Romance,1
196.0,Species (1995),Horror|Sci-Fi,5
198.0,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,8
199.0,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,1
201.0,Three Wishes (1995),Drama|Fantasy,3
202.0,Total Eclipse (1995),Drama|Romance,1
203.0,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,2
204.0,Under Siege 2: Dark Territory (1995),Action,7
205.0,Unstrung Heroes (1995),Comedy|Drama,4
206.0,Unzipped (1995),Documentary,6
207.0,"Walk in the Clouds, A (1995)",Drama|Romance,1
208.0,Waterworld (1995),Action|Adventure|Sci-Fi,7
209.0,White Man's Burden (1995),Drama,3
210.0,Wild Bill (1995),Western,6
211.0,"Browning Version, The (1994)",Drama,3
212.0,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,2
213.0,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,3
214.0,Before the Rain (Pred dozhdot) (1994),Drama|War,3
215.0,Before Sunrise (1995),Drama|Romance,1
216.0,Billy Madison (1995),Comedy,2
217.0,"Babysitter, The (1995)",Drama|Thriller,3
218.0,Boys on the Side (1995),Comedy|Drama,4
219.0,"Cure, The (1995)",Drama,3
220.0,Castle Freak (1995),Horror,5
222.0,Circle of Friends (1995),Drama|Romance,1
223.0,Clerks (1994),Comedy,2
224.0,Don Juan DeMarco (1995),Comedy|Drama|Romance,1
225.0,Disclosure (1994),Drama|Thriller,3
227.0,Drop Zone (1994),Action|Thriller,8
228.0,Destiny Turns on the Radio (1995),Comedy,2
229.0,Death and the Maiden (1994),Drama|Thriller,3
230.0,Dolores Claiborne (1995),Drama|Thriller,3
231.0,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,2
232.0,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,1
233.0,Exotica (1994),Drama,3
234.0,Exit to Eden (1994),Comedy,2
235.0,Ed Wood (1994),Comedy|Drama,4
236.0,French Kiss (1995),Action|Comedy|Romance,2
237.0,Forget Paris (1995),Comedy|Romance,2
238.0,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,9
239.0,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,9
240.0,Hideaway (1995),Thriller,5
241.0,Fluke (1995),Children|Drama,3
242.0,Farinelli: il castrato (1994),Drama|Musical,3
243.0,Gordy (1995),Children|Comedy|Fantasy,9
246.0,Hoop Dreams (1994),Documentary,6
247.0,Heavenly Creatures (1994),Crime|Drama,0
248.0,Houseguest (1994),Comedy,2
249.0,Immortal Beloved (1994),Drama|Romance,1
250.0,Heavyweights (Heavy Weights) (1995),Children|Comedy,2
251.0,"Hunted, The (1995)",Action,7
252.0,I.Q. (1994),Comedy|Romance,2
253.0,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,3
254.0,Jefferson in Paris (1995),Drama,3
255.0,"Jerky Boys, The (1995)",Comedy,2
256.0,Junior (1994),Comedy|Sci-Fi,2
257.0,Just Cause (1995),Mystery|Thriller,5
258.0,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,9
259.0,Kiss of Death (1995),Crime|Drama|Thriller,0
260.0,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,7
261.0,Little Women (1994),Drama,3
262.0,"Little Princess, A (1995)",Children|Drama,3
263.0,Ladybird Ladybird (1994),Drama,3
265.0,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,1
266.0,Legends of the Fall (1994),Drama|Romance|War|Western,1
267.0,Major Payne (1995),Comedy,2
269.0,My Crazy Life (Mi vida loca) (1993),Drama,3
270.0,Love Affair (1994),Drama|Romance,1
271.0,Losing Isaiah (1995),Drama,3
272.0,"Madness of King George, The (1994)",Comedy|Drama,4
273.0,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,3
274.0,Man of the House (1995),Comedy,2
275.0,Mixed Nuts (1994),Comedy,2
276.0,Milk Money (1994),Comedy|Romance,2
277.0,Miracle on 34th Street (1994),Drama,3
278.0,Miami Rhapsody (1995),Comedy,2
279.0,My Family (1995),Drama,3
280.0,Murder in the First (1995),Drama|Thriller,3
281.0,Nobody's Fool (1994),Comedy|Drama|Romance,1
282.0,Nell (1994),Drama,3
283.0,New Jersey Drive (1995),Crime|Drama,0
284.0,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,8
285.0,Beyond Bedlam (1993),Drama|Horror,3
287.0,Nina Takes a Lover (1994),Comedy|Romance,2
288.0,Natural Born Killers (1994),Action|Crime|Thriller,8
289.0,Only You (1994),Comedy|Romance,2
290.0,Once Were Warriors (1994),Crime|Drama,0
291.0,Poison Ivy II (1996),Drama|Thriller,3
292.0,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,8
293.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,8
294.0,"Perez Family, The (1995)",Comedy|Romance,2
295.0,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,2
296.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,0
298.0,Pushing Hands (Tui shou) (1992),Drama,3
299.0,Priest (1994),Drama,3
300.0,Quiz Show (1994),Drama,3
301.0,Picture Bride (Bijo photo) (1994),Drama|Romance,1
302.0,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,1
303.0,"Quick and the Dead, The (1995)",Action|Thriller|Western,8
304.0,Roommates (1995),Comedy|Drama,4
305.0,Ready to Wear (Pret-A-Porter) (1994),Comedy,2
306.0,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,3
307.0,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,3
308.0,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,4
310.0,Rent-a-Kid (1995),Comedy,2
311.0,Relative Fear (1994),Horror|Thriller,5
312.0,Stuart Saves His Family (1995),Comedy,2
313.0,"Swan Princess, The (1994)",Animation|Children,9
314.0,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,3
315.0,"Specialist, The (1994)",Action|Drama|Thriller,8
316.0,Stargate (1994),Action|Adventure|Sci-Fi,7
317.0,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,4
318.0,"Shawshank Redemption, The (1994)",Crime|Drama,0
319.0,Shallow Grave (1994),Comedy|Drama|Thriller,4
320.0,Suture (1993),Film-Noir|Thriller,5
321.0,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,3
322.0,Swimming with Sharks (1995),Comedy|Drama,4
324.0,"Sum of Us, The (1994)",Comedy|Drama,4
325.0,National Lampoon's Senior Trip (1995),Comedy,2
326.0,To Live (Huozhe) (1994),Drama,3
327.0,Tank Girl (1995),Action|Comedy|Sci-Fi,2
328.0,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,5
329.0,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,3
330.0,Tales from the Hood (1995),Action|Crime|Horror,8
331.0,Tom & Viv (1994),Drama,3
332.0,Village of the Damned (1995),Horror|Sci-Fi,5
333.0,Tommy Boy (1995),Comedy,2
334.0,Vanya on 42nd Street (1994),Drama,3
335.0,Underneath (1995),Mystery|Thriller,5
336.0,"Walking Dead, The (1995)",Drama|War,3
337.0,What's Eating Gilbert Grape (1993),Drama,3
338.0,Virtuosity (1995),Action|Sci-Fi|Thriller,8
339.0,While You Were Sleeping (1995),Comedy|Romance,2
340.0,"War, The (1994)",Adventure|Drama|War,3
341.0,Double Happiness (1994),Drama,3
342.0,Muriel's Wedding (1994),Comedy,2
343.0,"Baby-Sitters Club, The (1995)",Children,9
344.0,Ace Ventura: Pet Detective (1994),Comedy,2
345.0,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,4
346.0,Backbeat (1993),Drama|Musical,3
347.0,Bitter Moon (1992),Drama|Film-Noir|Romance,1
348.0,Bullets Over Broadway (1994),Comedy,2
349.0,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,8
350.0,"Client, The (1994)",Drama|Mystery|Thriller,0
351.0,"Corrina, Corrina (1994)",Comedy|Drama|Romance,1
352.0,Crooklyn (1994),Comedy|Drama,4
353.0,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,8
354.0,Cobb (1994),Drama,3
355.0,"Flintstones, The (1994)",Children|Comedy|Fantasy,9
356.0,Forrest Gump (1994),Comedy|Drama|Romance|War,1
357.0,Four Weddings and a Funeral (1994),Comedy|Romance,2
358.0,Higher Learning (1995),Drama,3
359.0,I Like It Like That (1994),Comedy|Drama|Romance,1
360.0,I Love Trouble (1994),Action|Comedy,2
361.0,It Could Happen to You (1994),Comedy|Drama|Romance,1
362.0,"Jungle Book, The (1994)",Adventure|Children|Romance,9
363.0,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,6
364.0,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,9
365.0,Little Buddha (1993),Drama,3
366.0,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,5
367.0,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,2
368.0,Maverick (1994),Adventure|Comedy|Western,2
369.0,Mrs. Parker and the Vicious Circle (1994),Drama,3
370.0,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,2
371.0,"Paper, The (1994)",Comedy|Drama,4
372.0,Reality Bites (1994),Comedy|Drama|Romance,1
373.0,Red Rock West (1992),Thriller,5
374.0,Richie Rich (1994),Children|Comedy,2
376.0,"River Wild, The (1994)",Action|Thriller,8
377.0,Speed (1994),Action|Romance|Thriller,8
378.0,Speechless (1994),Comedy|Romance,2
379.0,Timecop (1994),Action|Sci-Fi|Thriller,8
380.0,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,7
381.0,When a Man Loves a Woman (1994),Drama|Romance,1
382.0,Wolf (1994),Drama|Horror|Romance|Thriller,1
383.0,Wyatt Earp (1994),Western,6
384.0,Bad Company (1995),Action|Crime|Drama,0
385.0,"Man of No Importance, A (1994)",Drama,3
386.0,S.F.W. (1994),Drama,3
387.0,"Low Down Dirty Shame, A (1994)",Action|Comedy,2
388.0,Boys Life (1995),Drama,3
389.0,"Colonel Chabert, Le (1994)",Drama|Romance|War,1
390.0,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,0
391.0,Jason's Lyric (1994),Crime|Drama,0
393.0,Street Fighter (1994),Action|Adventure|Fantasy,7
405.0,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,7
406.0,Federal Hill (1994),Drama,3
407.0,In the Mouth of Madness (1995),Horror|Thriller,5
408.0,8 Seconds (1994),Drama,3
409.0,Above the Rim (1994),Crime|Drama,0
410.0,Addams Family Values (1993),Children|Comedy|Fantasy,9
412.0,"Age of Innocence, The (1993)",Drama,3
413.0,Airheads (1994),Comedy,2
414.0,"Air Up There, The (1994)",Comedy,2
415.0,Another Stakeout (1993),Comedy|Thriller,2
416.0,Bad Girls (1994),Western,6
417.0,Barcelona (1994),Comedy|Romance,2
418.0,Being Human (1993),Drama,3
419.0,"Beverly Hillbillies, The (1993)",Comedy,2
420.0,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,8
421.0,Black Beauty (1994),Adventure|Children|Drama,3
422.0,Blink (1994),Thriller,5
423.0,Blown Away (1994),Action|Thriller,8
424.0,Blue Chips (1994),Drama,3
425.0,Blue Sky (1994),Drama|Romance,1
426.0,Body Snatchers (1993),Horror|Sci-Fi|Thriller,5
427.0,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,1
428.0,"Bronx Tale, A (1993)",Drama,3
429.0,Cabin Boy (1994),Comedy,2
430.0,Calendar Girl (1993),Comedy|Drama,4
431.0,Carlito's Way (1993),Crime|Drama,0
432.0,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,2
433.0,Clean Slate (1994),Comedy,2
434.0,Cliffhanger (1993),Action|Adventure|Thriller,7
435.0,Coneheads (1993),Comedy|Sci-Fi,2
436.0,Color of Night (1994),Drama|Thriller,3
437.0,Cops and Robbersons (1994),Comedy,2
438.0,"Cowboy Way, The (1994)",Action|Comedy|Drama,4
440.0,Dave (1993),Comedy|Romance,2
441.0,Dazed and Confused (1993),Comedy,2
442.0,Demolition Man (1993),Action|Adventure|Sci-Fi,7
444.0,Even Cowgirls Get the Blues (1993),Comedy|Romance,2
445.0,Fatal Instinct (1993),Comedy,2
446.0,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance,1
448.0,Fearless (1993),Drama,3
449.0,Fear of a Black Hat (1994),Comedy,2
450.0,With Honors (1994),Comedy|Drama,4
451.0,Flesh and Bone (1993),Drama|Mystery|Romance,1
452.0,Widows' Peak (1994),Drama,3
453.0,For Love or Money (1993),Comedy|Romance,2
454.0,"Firm, The (1993)",Drama|Thriller,3
455.0,Free Willy (1993),Adventure|Children|Drama,3
456.0,Fresh (1994),Crime|Drama|Thriller,0
457.0,"Fugitive, The (1993)",Thriller,5
458.0,Geronimo: An American Legend (1993),Drama|Western,3
459.0,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller,8
460.0,Getting Even with Dad (1994),Comedy,2
461.0,Go Fish (1994),Drama|Romance,1
464.0,Hard Target (1993),Action|Adventure|Crime|Thriller,8
466.0,Hot Shots! Part Deux (1993),Action|Comedy|War,2
467.0,Live Nude Girls (1995),Comedy,2
468.0,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance,2
469.0,"House of the Spirits, The (1993)",Drama|Romance,1
470.0,House Party 3 (1994),Comedy,2
471.0,"Hudsucker Proxy, The (1994)",Comedy,2
472.0,I'll Do Anything (1994),Comedy|Drama,4
473.0,In the Army Now (1994),Comedy|War,2
474.0,In the Line of Fire (1993),Action|Thriller,8
475.0,In the Name of the Father (1993),Drama,3
476.0,"Inkwell, The (1994)",Comedy|Drama,4
477.0,What's Love Got to Do with It? (1993),Drama|Musical,3
478.0,Jimmy Hollywood (1994),Comedy|Crime|Drama,4
479.0,Judgment Night (1993),Action|Crime|Thriller,8
480.0,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,7
481.0,Kalifornia (1993),Drama|Thriller,3
482.0,Killing Zoe (1994),Crime|Drama|Thriller,0
484.0,Lassie (1994),Adventure|Children,9
485.0,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,7
486.0,Life with Mikey (1993),Comedy,2
487.0,Lightning Jack (1994),Comedy|Western,2
488.0,M. Butterfly (1993),Drama|Romance,1
489.0,Made in America (1993),Comedy,2
490.0,Malice (1993),Thriller,5
491.0,"Man Without a Face, The (1993)",Drama,3
492.0,Manhattan Murder Mystery (1993),Comedy|Mystery,2
493.0,Menace II Society (1993),Action|Crime|Drama,0
494.0,Executive Decision (1996),Action|Adventure|Thriller,7
495.0,In the Realm of the Senses (Ai no corrida) (1976),Drama,3
496.0,What Happened Was... (1994),Comedy|Drama|Romance|Thriller,1
497.0,Much Ado About Nothing (1993),Comedy|Romance,2
499.0,Mr. Wonderful (1993),Comedy|Romance,2
500.0,Mrs. Doubtfire (1993),Comedy|Drama,4
501.0,Naked (1993),Drama,3
502.0,"Next Karate Kid, The (1994)",Action|Children|Romance,7
504.0,No Escape (1994),Action|Drama|Sci-Fi,3
505.0,North (1994),Comedy,2
506.0,Orlando (1992),Drama|Fantasy|Romance,1
507.0,"Perfect World, A (1993)",Crime|Drama|Thriller,0
508.0,Philadelphia (1993),Drama,3
509.0,"Piano, The (1993)",Drama|Romance,1
510.0,Poetic Justice (1993),Drama,3
511.0,"Program, The (1993)",Action|Drama,3
512.0,"Puppet Masters, The (1994)",Horror|Sci-Fi,5
513.0,Radioland Murders (1994),Comedy|Mystery|Romance,2
514.0,"Ref, The (1994)",Comedy,2
515.0,"Remains of the Day, The (1993)",Drama|Romance,1
516.0,Renaissance Man (1994),Comedy|Drama,4
517.0,Rising Sun (1993),Action|Drama|Mystery,3
518.0,"Road to Wellville, The (1994)",Comedy,2
519.0,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller,8
520.0,Robin Hood: Men in Tights (1993),Comedy,2
521.0,Romeo Is Bleeding (1993),Crime|Thriller,0
522.0,Romper Stomper (1992),Action|Drama,3
523.0,Ruby in Paradise (1993),Drama,3
524.0,Rudy (1993),Drama,3
526.0,"Savage Nights (Nuits fauves, Les) (1992)",Drama,3
527.0,Schindler's List (1993),Drama|War,3
528.0,"Scout, The (1994)",Comedy|Drama,4
529.0,Searching for Bobby Fischer (1993),Drama,3
531.0,"Secret Garden, The (1993)",Children|Drama,3
532.0,Serial Mom (1994),Comedy|Crime|Horror,2
533.0,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery,7
534.0,Shadowlands (1993),Drama|Romance,1
535.0,Short Cuts (1993),Drama,3
536.0,"Simple Twist of Fate, A (1994)",Drama,3
537.0,Sirens (1994),Drama,3
538.0,Six Degrees of Separation (1993),Drama,3
539.0,Sleepless in Seattle (1993),Comedy|Drama|Romance,1
540.0,Sliver (1993),Thriller,5
541.0,Blade Runner (1982),Action|Sci-Fi|Thriller,8
542.0,Son in Law (1993),Comedy|Drama|Romance,1
543.0,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,2
544.0,Striking Distance (1993),Action|Crime,8
546.0,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,7
547.0,Surviving the Game (1994),Action|Adventure|Thriller,7
548.0,Terminal Velocity (1994),Action|Mystery|Thriller,8
549.0,Thirty-Two Short Films About Glenn Gould (1993),Drama|Musical,3
550.0,Threesome (1994),Comedy|Romance,2
551.0,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical,9
552.0,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance,7
553.0,Tombstone (1993),Action|Drama|Western,3
555.0,True Romance (1993),Crime|Thriller,0
556.0,"War Room, The (1993)",Documentary,6
558.0,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy,9
562.0,Welcome to the Dollhouse (1995),Comedy|Drama,4
563.0,Germinal (1993),Drama|Romance,1
564.0,Chasers (1994),Comedy,2
567.0,Kika (1993),Comedy|Drama,4
